null
2
0	0.997056	-0.04307	0.0634383	0.043157	0.999068	0	-0.0633792	0.0027378	0.997986	19.051	4.08901	549
0	0.999955	-0.00930137	-0.00209425	0.00923462	0.99951	-0.0298991	0.00237133	0.0298784	0.999551	-130.949	4.0984	548.686
1	0.973714	-0.127539	0.188717	0.130003	0.991513	-0.000685576	-0.187028	0.0252014	0.982031	28.0085	7.74322	549.3
1	0.999796	-0.0195301	-0.00523535	0.0193212	0.999115	-0.0373589	0.00596034	0.0372501	0.999288	-121.989	7.77256	548.515
2	0.953587	-0.167756	0.25006	0.174119	0.984719	-0.00337956	-0.245672	0.0467629	0.968224	36.7651	15.8478	550.117
2	0.99964	-0.025107	-0.00942291	0.0246607	0.998691	-0.044808	0.0105356	0.0445595	0.998951	-113.228	15.9111	548.705
3	0.907362	-0.201378	0.368974	0.219425	0.975603	-0.00713675	-0.358535	0.0874377	0.929412	45.2161	18.5826	550.058
3	0.999407	-0.0311452	-0.0146563	0.0303406	0.998173	-0.0522433	0.0162567	0.0517676	0.998527	-104.768	18.6974	547.863
4	0.835265	-0.26538	0.481566	0.308864	0.951035	-0.0116228	-0.454902	0.158447	0.876333	53.2606	24.4809	552.442
4	0.999133	-0.0376452	-0.0177956	0.0365229	0.99755	-0.0596648	0.0199981	0.0589631	0.99806	-96.7156	24.6402	549.778
5	0.779011	-0.327144	0.534901	0.395398	0.918401	-0.0141528	-0.486624	0.222524	0.844796	70.2528	26.2473	555.411
5	0.998354	-0.0515603	-0.0251183	0.0497776	0.996506	-0.0670629	0.0284883	0.0657022	0.997433	-79.6999	26.5001	551.652
6	0.682457	-0.362476	0.634715	0.480708	0.876732	-0.0161783	-0.550611	0.316154	0.772577	77.2023	29.7759	556.359
6	0.997364	-0.0663872	-0.0293011	0.0640539	0.995166	-0.0744447	0.0341016	0.0723715	0.996795	-72.7333	30.1032	551.976
7	0.59339	-0.350814	0.724444	0.527821	0.849092	-0.0211617	-0.607696	0.394934	0.689009	84.3271	30.9273	561.766
7	0.996489	-0.0742357	-0.0387077	0.0708827	0.994126	-0.0817886	0.0445519	0.0787577	0.995898	-65.5605	31.4025	555.979
8	0.538631	-0.352863	0.765091	0.570845	0.820726	-0.0233581	-0.619688	0.44933	0.643498	89.8518	31.7249	564.103
8	0.994652	-0.0908391	-0.0491521	0.0862202	0.992284	-0.0890943	0.0568661	0.0843799	0.99481	-59.9669	32.3826	556.759
9	0.442903	-0.320452	0.837345	0.618601	0.785252	-0.0266846	-0.648976	0.529801	0.546023	99.9641	31.4897	571.31
9	0.993184	-0.0995447	-0.0606306	0.0934389	0.990952	-0.0963536	0.0696735	0.0900316	0.993499	-49.7599	32.3676	562.258
10	0.372398	-0.326487	0.86875	0.694642	0.718825	-0.0276215	-0.615461	0.613756	0.494481	103.802	30.0373	579.94
10	0.990769	-0.117915	-0.066886	0.110644	0.988445	-0.103603	0.0783294	0.0952461	0.992367	-45.8618	31.0791	569.961
11	0.266317	-0.281976	0.921718	0.770145	0.637273	-0.0275651	-0.579614	0.717198	0.386879	106.724	27.3636	583.076
11	0.987293	-0.137057	-0.0804243	0.1278	0.985597	-0.110753	0.0944454	0.0990676	0.990589	-42.7901	28.704	571.087
12	0.204279	-0.262119	0.943167	0.836579	0.54707	-0.029155	-0.508336	0.794989	0.331038	109.076	25.6484	593.24
12	0.983025	-0.156971	-0.0949807	0.145474	0.982321	-0.117827	0.111797	0.10201	0.988481	-40.2455	27.3347	579.093
13	0.126004	-0.17866	0.975809	0.867778	0.496501	-0.0211503	-0.480712	0.849451	0.217598	110.337	20.914	603.866
13	0.978693	-0.177759	-0.102767	0.164593	0.97842	-0.124916	0.122754	0.10534	0.986831	-38.8693	22.8498	588.573
14	0.0796753	-0.139783	0.986971	0.915864	0.401123	-0.0171249	-0.393503	0.905296	0.159981	110.641	15.1366	607.561
14	0.973623	-0.199306	-0.111061	0.184325	0.973968	-0.131946	0.134468	0.107995	0.985016	-38.4307	17.3483	591.049
15	0.0466083	-0.0918383	0.994683	0.941736	0.336098	-0.0130957	-0.333108	0.937339	0.102152	108.727	8.35227	611.651
15	0.966676	-0.221329	-0.12865	0.203441	0.969205	-0.138758	0.155399	0.107961	0.981935	-40.0267	11.0524	592.543
16	0.0184316	-0.0411775	0.998982	0.960376	0.278638	-0.00623396	-0.278097	0.959513	0.0446816	104.725	4.81245	620.288
16	0.962727	-0.232658	-0.13794	0.212636	0.966218	-0.145632	0.167163	0.110873	0.979675	-43.8412	7.85481	599.822
17	-0.00397029	0.0118745	0.999922	0.985201	0.171395	0.00187646	-0.171359	0.985131	-0.0123792	101.829	-3.85335	629.432
17	0.958375	-0.244324	-0.147727	0.222021	0.963054	-0.152426	0.179511	0.113283	0.977212	-46.5256	-0.438252	607.538
18	-0.015474	0.0679794	0.997567	0.998736	0.048776	0.0121683	-0.0478301	0.996494	-0.0686482	97.6672	-14.2147	634.36
18	0.94856	-0.268178	-0.16827	0.242406	0.95708	-0.15886	0.203651	0.109898	0.972856	-50.1939	-10.147	609.449
19	-0.0156577	0.125314	0.991994	0.997746	-0.062781	0.0236793	0.0652457	0.990129	-0.124049	87.3791	-25.4429	639.24
19	0.939216	-0.292961	-0.179019	0.264793	0.950007	-0.165441	0.218537	0.107982	0.969836	-60.1978	-20.9274	612.77
20	-0.00572649	0.237162	0.971453	0.981435	-0.184908	0.0509271	0.191708	0.95371	-0.2317	81.3158	-31.4515	649.338
20	0.928733	-0.318215	-0.190249	0.287609	0.942192	-0.171917	0.233958	0.104948	0.966566	-65.9445	-26.4542	621.241
21	0.0090432	0.344257	0.938832	0.96748	-0.240354	0.0788153	0.252784	0.907589	-0.335236	75.0777	-37.8129	659.747
21	0.914721	-0.342997	-0.21363	0.308825	0.934347	-0.177827	0.260599	0.0966875	0.960593	-71.4595	-31.9798	628.238
22	0.0304591	0.394853	0.918239	0.949777	-0.297676	0.0964989	0.311441	0.869183	-0.384089	68.1677	-50.1566	676.377
22	0.898982	-0.367756	-0.237879	0.330219	0.925901	-0.183474	0.287726	0.0863881	0.953808	-77.5265	-43.4164	641.338
23	0.0631717	0.490709	0.869031	0.929206	-0.346622	0.128178	0.364123	0.799411	-0.477866	59.8363	-57.0888	687.33
23	0.890366	-0.380167	-0.250441	0.340008	0.921136	-0.18948	0.302724	0.0835548	0.949409	-85.3834	-49.7365	650.491
24	0.104698	0.577357	0.809751	0.906255	-0.390707	0.1614	0.409561	0.716943	-0.564139	51.8381	-70.395	704.844
24	0.881133	-0.392681	-0.26345	0.349902	0.916194	-0.195336	0.318076	0.0799352	0.944689	-92.8629	-62.3931	666.146
25	0.187232	0.644465	0.741356	0.849853	-0.484762	0.206773	0.492639	0.59133	-0.638464	33.1471	-84.0582	717.033
25	0.864604	-0.419272	-0.276896	0.374552	0.90515	-0.20103	0.334919	0.0700993	0.939636	-110.988	-75.3688	676.418
26	0.245381	0.705496	0.664879	0.81282	-0.523494	0.255493	0.52831	0.477734	-0.701897	14.7599	-97.992	729.453
26	0.842769	-0.443811	-0.304585	0.396783	0.894585	-0.205622	0.363734	0.0524381	0.930026	-128.113	-88.129	684.843
27	0.30708	0.75343	0.581416	0.785245	-0.545752	0.29248	0.537673	0.366739	-0.759217	5.85612	-104.62	741.162
27	0.83099	-0.455867	-0.318811	0.406718	0.88888	-0.210886	0.379521	0.045578	0.92406	-136.317	-93.9802	694.539
28	0.358888	0.76307	0.537516	0.740829	-0.583185	0.333268	0.567778	0.278601	-0.774603	-3.13994	-112.118	747.074
28	0.805664	-0.479386	-0.347986	0.42925	0.877286	-0.214741	0.408227	0.0236364	0.912574	-143.765	-100.162	696.264
29	0.464301	0.765106	0.446136	0.671301	-0.632593	0.386238	0.577736	0.120161	-0.807331	-13.1075	-126.324	753.031
29	0.792105	-0.490777	-0.362915	0.439193	0.871165	-0.219502	0.423886	0.0144789	0.9056	-152.881	-113.501	700.125
30	0.527735	0.77363	0.350704	0.637293	-0.633588	0.438662	0.561563	-0.00799546	-0.827395	-22.9242	-141.05	760.006
30	0.772475	-0.498511	-0.393408	0.446119	0.866876	-0.222495	0.451952	-0.00363491	0.892035	-160.829	-126.768	702.749
31	0.627548	0.736538	0.252379	0.573959	-0.656669	0.489241	0.526074	-0.162167	-0.834834	-31.553	-147.759	778.002
31	0.741773	-0.519307	-0.424373	0.469181	0.853979	-0.224922	0.479209	-0.032267	0.877108	-167.376	-131.947	716.341
32	0.680509	0.716736	0.152305	0.552027	-0.638165	0.536668	0.481845	-0.281131	-0.829934	-39.8494	-161.806	789.997
32	0.719199	-0.524465	-0.45573	0.475976	0.849728	-0.226737	0.506162	-0.0538478	0.860756	-173.367	-144.393	723.892
33	0.761816	0.645735	0.0515939	0.503687	-0.640547	0.579654	0.407352	-0.415603	-0.813227	-48.5023	-175.366	795.978
33	0.695223	-0.528313	-0.487392	0.482791	0.845563	-0.227895	0.53252	-0.0768706	0.842919	-179.48	-156.285	725.403
34	0.795914	0.603449	-0.0486805	0.499085	-0.608492	0.61697	0.342688	-0.515351	-0.78548	-56.546	-181.698	814.795
34	0.666287	-0.550124	-0.503414	0.509811	0.828729	-0.23087	0.544201	-0.10282	0.83263	-186.153	-161.522	742.028
35	0.824685	0.557001	-0.0982113	0.476388	-0.590463	0.651466	0.304877	-0.584041	-0.752294	-70.6049	-194.007	826.602
35	0.628382	-0.563996	-0.535765	0.533531	0.813682	-0.230796	0.566111	-0.140819	0.812212	-197.26	-172.04	749.298
36	0.84164	0.503426	-0.195458	0.486967	-0.551012	0.677679	0.233462	-0.665544	-0.708906	-83.6777	-205.559	833.342
36	0.5965	-0.582593	-0.552062	0.560538	0.794683	-0.232973	0.574443	-0.170483	0.800594	-208.748	-182.421	753.831
37	0.858713	0.451208	-0.242947	0.475846	-0.526092	0.704839	0.190216	-0.72086	-0.666467	-94.9917	-216.274	844.878
37	0.576017	-0.58733	-0.56855	0.570627	0.786927	-0.234799	0.585311	-0.189182	0.788429	-218.389	-191.933	763.143
38	0.870771	0.397514	-0.28938	0.473308	-0.518253	0.712315	0.133183	-0.757229	-0.639427	-104.407	-221.512	862.702
38	0.554931	-0.59126	-0.585204	0.580834	0.778983	-0.236258	0.595554	-0.208799	0.775705	-226.04	-195.936	778.73
39	0.87933	0.288091	-0.379186	0.475935	-0.504477	0.720408	0.0162521	-0.813945	-0.580715	-111.65	-225.925	879.423
39	0.511534	-0.596448	-0.618533	0.605083	0.761137	-0.23355	0.610089	-0.254795	0.750248	-229.514	-198.348	790.836
40	0.887548	0.183984	-0.422384	0.454241	-0.502605	0.735563	-0.07696	-0.844712	-0.529659	-114.298	-234.268	896.444
40	0.480597	-0.586993	-0.651511	0.612293	0.75647	-0.229891	0.627793	-0.288431	0.722969	-228.094	-204.654	803.312
41	0.853696	0.127297	-0.504973	0.500304	-0.469647	0.727412	-0.144562	-0.873629	-0.464623	-115.86	-238.271	901.768
41	0.457941	-0.58667	-0.667914	0.622873	0.747813	-0.229791	0.634287	-0.310795	0.707875	-227.496	-207.337	806.476
42	0.835438	0.0765473	-0.544228	0.517259	-0.444125	0.731571	-0.185705	-0.892689	-0.410634	-116.774	-241.046	912.617
42	0.434903	-0.585263	-0.684344	0.63361	0.738903	-0.229261	0.639842	-0.333901	0.692179	-226.148	-208.771	815.171
43	0.785431	0.0270671	-0.618357	0.570666	-0.418506	0.706536	-0.239662	-0.907811	-0.344154	-115.802	-246.241	928.082
43	0.41154	-0.582713	-0.700772	0.64451	0.729721	-0.228286	0.644393	-0.357705	0.675873	-222.81	-212.603	828.494
44	0.72687	-0.0165336	-0.686576	0.625134	-0.398021	0.671406	-0.284373	-0.917227	-0.278974	-114.497	-250.29	932.933
44	0.364522	-0.574098	-0.733168	0.670299	0.708305	-0.221366	0.646392	-0.410749	0.64301	-216.504	-214.492	828.947
45	0.693541	-0.0557404	-0.718257	0.65041	-0.380274	0.65754	-0.309786	-0.923193	-0.227481	-111.66	-252.193	942.481
45	0.331756	-0.552585	-0.764584	0.678792	0.702668	-0.213306	0.655118	-0.448228	0.608204	-208.339	-214.237	834.256
46	0.624002	-0.0866109	-0.776608	0.693502	-0.396612	0.601459	-0.360105	-0.913891	-0.187422	-107.778	-253.853	951.429
46	0.285457	-0.535477	-0.794845	0.70529	0.67891	-0.204078	0.648907	-0.502341	0.571466	-198.799	-213.755	839.147
47	0.576572	-0.149607	-0.803233	0.695997	-0.425006	0.578756	-0.427964	-0.892742	-0.140921	-98.0169	-253.289	964.248
47	0.253647	-0.50701	-0.823774	0.714629	0.672162	-0.193657	0.651896	-0.539572	0.532816	-183.055	-211.079	848.115
48	0.522662	-0.202933	-0.828035	0.681231	-0.484557	0.548752	-0.51259	-0.850895	-0.115015	-93.022	-252.479	968.301
48	0.222394	-0.475419	-0.851186	0.724501	0.664805	-0.182024	0.652411	-0.576204	0.49229	-171.751	-208.2	848.547
49	0.477574	-0.218358	-0.851024	0.7079	-0.478077	0.519923	-0.520384	-0.850742	-0.0737412	-80.5414	-249.436	971.941
49	0.191952	-0.440693	-0.876895	0.734919	0.656717	-0.169167	0.650422	-0.611974	0.449931	-152.644	-203.145	848.821
50	0.417922	-0.254128	-0.872216	0.704827	-0.515059	0.487785	-0.573202	-0.818617	-0.036138	-74.0119	-246.144	978.839
50	0.162589	-0.402852	-0.900708	0.745885	0.647769	-0.155081	0.645926	-0.64661	0.405802	-139.176	-197.914	852.635
51	0.356475	-0.279142	-0.891631	0.698428	-0.554266	0.452756	-0.620584	-0.784136	-0.00262076	-58.6679	-240.707	988.877
51	0.143043	-0.384701	-0.91189	0.758722	0.634249	-0.148556	0.635515	-0.670621	0.382606	-120.233	-191.198	861.368
52	0.283928	-0.250824	-0.925458	0.712422	-0.590802	0.378692	-0.641747	-0.766838	0.0109474	-49.9181	-234.992	997.688
52	0.106581	-0.344664	-0.932656	0.787686	0.601694	-0.132343	0.606788	-0.720535	0.335616	-104.033	-183.672	867.542
53	0.215122	-0.214118	-0.952825	0.74205	-0.598453	0.302018	-0.634889	-0.772015	0.0301462	-40.6854	-228.109	1005.63
53	0.0743899	-0.300121	-0.950996	0.816076	0.566406	-0.114913	0.573137	-0.767537	0.287056	-87.0658	-175.095	873.198
54	0.176755	-0.198305	-0.964071	0.736359	-0.623293	0.263214	-0.653095	-0.756427	0.0358531	-31.0837	-219.382	1007.56
54	0.0600453	-0.276185	-0.959227	0.828622	0.549608	-0.106376	0.556579	-0.78845	0.261854	-73.4792	-165.229	874.255
55	0.108456	-0.155817	-0.981814	0.718538	-0.670227	0.18574	-0.686979	-0.725615	0.0392709	-21.2314	-210.295	1009.85
55	0.0469251	-0.251077	-0.966829	0.841158	0.531961	-0.0973198	0.53875	-0.808689	0.236158	-59.545	-155.039	875.764
56	0.0792027	-0.129806	-0.988371	0.732375	-0.665058	0.146033	-0.67628	-0.735424	0.0423924	-11.25	-199.665	1015.1
56	0.0351401	-0.224851	-0.973759	0.853639	0.51342	-0.0877486	0.519678	-0.828156	0.209983	-45.387	-143.347	880.334
57	0.0360826	-0.0680709	-0.997028	0.74686	-0.661054	0.0721617	-0.664001	-0.747244	0.0269869	7.85756	-188.191	1018.55
57	0.0188315	-0.198229	-0.979975	0.880518	0.467606	-0.0776668	0.473638	-0.861423	0.18335	-22.0106	-130.855	883.2
58	0.000989104	-0.00258017	-0.999996	0.690516	-0.723312	0.00254927	-0.723316	-0.690516	0.00106622	16.9293	-176.248	1021.42
58	0.00902847	-0.140572	-0.990029	0.892003	0.448602	-0.0555614	0.451939	-0.882608	0.129441	-4.19991	-117.672	884.96
59	-0.0170134	0.0682605	-0.997522	0.657409	-0.750929	-0.0625987	-0.753342	-0.656845	-0.0320992	26.5607	-163.504	1023.92
59	0.0026926	-0.0812069	-0.996694	0.903387	0.4276	-0.0323987	0.428817	-0.900313	0.0745127	14.373	-103.889	886.82
60	-0.025843	0.139531	-0.98988	0.639835	-0.758505	-0.123621	-0.768078	-0.636555	-0.0696749	44.4833	-149.996	1024.77
60	3.55675e-05	-0.0204938	-0.99979	0.914514	0.40447	-0.00825834	0.404555	-0.914321	0.0187562	41.4092	-89.5635	887.518
61	-0.0127773	0.211166	-0.977367	0.606961	-0.775133	-0.175407	-0.794629	-0.595465	-0.118265	53.2849	-135.917	1025.43
61	0.00123914	0.0411694	-0.999151	0.925206	0.379094	0.0167678	0.379463	-0.924442	-0.0376205	59.4632	-74.9035	888.543
62	0.000317143	0.278981	-0.960297	0.591321	-0.774471	-0.2248	-0.806436	-0.567772	-0.165213	69.727	-121.514	1024.69
62	0.00450993	0.0722648	-0.997375	0.935339	0.352497	0.0297696	0.353723	-0.933019	-0.0660024	80.5878	-60.0036	888.311
63	0.0387654	0.309212	-0.950203	0.562139	-0.792924	-0.235098	-0.826134	-0.525032	-0.204558	76.9707	-114.164	1023.64
63	0.0132333	0.103123	-0.994581	0.95492	0.293709	0.0431586	0.296568	-0.950316	-0.0945871	92.5659	-52.2341	887.911
64	0.0845226	0.332781	-0.939209	0.533718	-0.811083	-0.239352	-0.841428	-0.481042	-0.246166	90.4988	-106.279	1021.59
